date,life_form,species,breaking_leaf_buds_count,percent_unfolded_leaves,percent_full_size_leaf,percent_leaves_colorful,fallen_leaf_presence,buds_and_flowers_count,percent_open_flowers,fruit_count,percent_ripe_fruits,dropped_fruit_count,notes,unfolded_leaves_count,initial_emergence,leaf_presence,percent_stalk_growth,percent_fiddlehead_unrolled,pollen_amount,...15,breaking_needle_bud_count,young_needle_count,pollen_cone_count,percent_open_pollen_cones,unripe_seed_cone_count,ripe_seed_cone_count
7/10/2023,vine,Lathyrus japonicus,NA,NA,NA,NA,NA,100,1,5000,0,0,missed last week,NA,present,present,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7/17/2023,vine,Lathyrus japonicus,NA,NA,NA,NA,NA,50,0.75,5000,0.15,0,NA,NA,present,present,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7/30/2023,vine,Lathyrus japonicus,NA,NA,NA,NA,NA,30,1,5000,0.5,0,unsure if ripe but plump,NA,present,present,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8/7/2023,vine,Lathyrus japonicus,NA,NA,NA,NA,NA,30,1,5000,0.5,0,NA,NA,present,present,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8/16/2023,vine,Lathyrus japonicus,NA,NA,NA,NA,NA,25,1,5000,0.5,0,NA,NA,present,present,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8/22/2023,vine,Lathyrus japonicus,NA,NA,NA,NA,NA,5,1,5000,0.75,10,NA,NA,present,present,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9/30/2023,vine,Lathyrus japonicus,NA,NA,NA,NA,NA,0,1,5000,1,30,NA,NA,present,present,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4/14/2023,shrub,Rosa rugosa,5,0,0,0,absent,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4/26/2023,shrub,Rosa rugosa,1000,0,0,0,absent,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4/29/2023,shrub,Rosa rugosa,1000,0,0,0,absent,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5/10/2023,shrub,Rosa rugosa,1000,0.5,0,0,absent,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5/20/2023,shrub,Rosa rugosa,10000,0.75,0.25,0,absent,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6/12/2023,shrub,Rosa rugosa,10000,1,1,0,absent,100,0.5,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6/19/2023,shrub,Rosa rugosa,10000,1,1,0,absent,100,0.75,50,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6/27/2023,shrub,Rosa rugosa,10000,1,1,0,absent,100,0.75,75,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7/3/2023,shrub,Rosa rugosa,10000,1,1,0,absent,100,0.75,100,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7/10/2023,shrub,Rosa rugosa,10000,1,1,0,absent,80,1,100,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7/17/2023,shrub,Rosa rugosa,10000,1,1,0,absent,80,0.75,100,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7/25/2023,shrub,Rosa rugosa,10000,1,1,0,absent,15,1,150,0,0,more leaves continuously sprouting and growing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7/30/2023,shrub,Rosa rugosa,10000,1,1,0,absent,20,1,150,0,0,not sure if this bush has any ripe fruits,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8/7/2023,shrub,Rosa rugosa,10000,1,1,0,absent,20,1,150,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8/16/2023,shrub,Rosa rugosa,10000,1,1,0,absent,50,1,150,0.3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8/22/2023,shrub,Rosa rugosa,10000,1,1,0,absent,40,1,200,0.5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9/30/2023,shrub,Rosa rugosa,10000,1,1,0.15,absent,10,1,300,0.75,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4/14/2023,shrub,Rubus allegheniensis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,not recorded in any way,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4/26/2023,shrub,Rubus allegheniensis,100,0,0,0,absent,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4/29/2023,shrub,Rubus allegheniensis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,not recorded,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5/10/2023,shrub,Rubus allegheniensis,200,0,0,0,absent,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5/20/2023,shrub,Rubus allegheniensis,600,0.25,0,0,absent,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6/12/2023,shrub,Rubus allegheniensis,1200,0.3,0.15,0,absent,150,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6/19/2023,shrub,Rubus allegheniensis,5000,0.8,0.75,0,absent,750,0.75,0,0,0,great photo of all flowers,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6/27/2023,shrub,Rubus allegheniensis,10000,1,0.9,0,absent,1000,1,50,0,0,many petals fall to revesal fruits,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7/3/2023,shrub,Rubus allegheniensis,10000,1,1,0,absent,100,1,900,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7/10/2023,shrub,Rubus allegheniensis,10000,1,1,0,absent,5,1,1000,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7/17/2023,shrub,Rubus allegheniensis,10000,1,1,0,absent,0,0,1000,0,0,all petals dropped,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7/25/2023,shrub,Rubus allegheniensis,10000,1,1,0,absent,0,0,1000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8/7/2023,shrub,Rubus allegheniensis,10000,1,1,0,absent,0,0,1000,0.05,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8/16/2023,shrub,Rubus allegheniensis,10000,1,1,0,absent,0,0,1000,0.5,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8/22/2023,shrub,Rubus allegheniensis,10000,1,1,0,absent,0,0,1000,0.7,120,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9/30/2023,shrub,Rubus allegheniensis,10000,1,1,0.5,absent,0,0,0,0,1000,only fruits that remain are rotten/dry,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4/14/2023,shrub,Sambucus nigra,1000,0,0,0,absent,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4/28/2023,shrub,Sambucus nigra,1000,0.5,0,0,absent,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4/29/2023,shrub,Sambucus nigra,1000,0.5,0,0,absent,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5/10/2023,shrub,Sambucus nigra,1000,0.5,0.25,0,absent,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5/20/2023,shrub,Sambucus nigra,1000,0.75,0.5,0,absent,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6/12/2023,shrub,Sambucus nigra,1000,1,0.75,0,absent,100,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6/19/2023,shrub,Sambucus nigra,1000,1,0.9,0,absent,1000,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6/27/2023,shrub,Sambucus nigra,1000,1,0.9,0,absent,1000,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7/3/2023,shrub,Sambucus nigra,1000,1,0.9,0,absent,1000,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7/10/2023,shrub,Sambucus nigra,1000,1,0.9,0,absent,1000,0,0,0,0,buds clustered in three,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7/17/2023,shrub,Sambucus nigra,1000,1,1,0,absent,1000,0.75,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7/25/2023,shrub,Sambucus nigra,1000,1,1,0,absent,50,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7/30/2023,shrub,Sambucus nigra,1000,1,1,0,absent,25,1,50,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8/7/2023,shrub,Sambucus nigra,1000,1,1,0,absent,25,1,50,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8/16/2023,shrub,Sambucus nigra,1000,1,1,0,absent,20,1,70,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8/22/2023,shrub,Sambucus nigra,1000,1,1,0,absent,10,1,75,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9/30/2023,shrub,Sambucus nigra,1000,1,1,0.25,absent,0,1,0,0,75,"no fruits remain, missed ripe data entry",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4/14/2023,shrub,Vaccinium angustifolium,0,0,0,0,absent,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4/26/2023,shrub,Vaccinium angustifolium,1000,0.5,0.25,0,absent,0,0,0,0,0,leaves pinkish,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4/29/2023,shrub,Vaccinium angustifolium,1000,0.5,0.25,0,absent,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5/10/2023,shrub,Vaccinium angustifolium,1000,0.75,0.5,0,absent,0,0,0,0,0,"possible buds spotted, leaves seem not fully unfurled",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5/19/2023,shrub,Vaccinium angustifolium,10000,0.9,0.75,0,absent,50,0.75,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6/13/2023,shrub,Vaccinium angustifolium,10000,1,1,0,absent,0,0,50,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6/19/2023,shrub,Vaccinium angustifolium,10000,1,1,0,absent,0,0,50,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6/29/2023,shrub,Vaccinium angustifolium,10000,1,1,0,absent,0,0,50,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7/4/2023,shrub,Vaccinium angustifolium,10000,1,1,0,absent,0,0,50,0.02,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7/10/2023,shrub,Vaccinium angustifolium,10000,1,1,0,absent,0,0,50,0.05,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7/17/2023,shrub,Vaccinium angustifolium,10000,1,1,0,absent,0,0,50,0.25,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7/25/2023,shrub,Vaccinium angustifolium,10000,1,1,0,absent,0,0,25,0.5,25,"dewy fruits, weathered leaves with dark spots",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7/30/2023,shrub,Vaccinium angustifolium,10000,1,1,0,absent,0,0,25,0.75,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8/7/2023,shrub,Vaccinium angustifolium,10000,1,1,0,absent,0,0,20,0.75,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8/16/2023,shrub,Vaccinium angustifolium,10000,1,1,0.05,absent,0,0,10,1,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8/22/2023,shrub,Vaccinium angustifolium,10000,1,1,0.1,absent,0,0,5,1,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9/30/2023,shrub,Vaccinium angustifolium,10000,1,1,0.5,absent,0,0,0,1,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4/14/2023,shrub,Cirsium vulgare,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,absent,absent,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4/26/2023,shrub,Cirsium vulgare,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,absent,absent,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4/29/2023,shrub,Cirsium vulgare,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,absent,absent,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5/10/2023,shrub,Cirsium vulgare,NA,NA,NA,NA,NA,0,0,0,0,0,first spotted,NA,present,present,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5/20/2023,shrub,Cirsium vulgare,NA,NA,NA,NA,NA,0,0,0,0,0,two whorls of leaves above ground,NA,present,present,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6/12/2023,shrub,Cirsium vulgare,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,present,present,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6/19/2023,shrub,Cirsium vulgare,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,present,present,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6/27/2023,shrub,Cirsium vulgare,NA,NA,NA,NA,NA,1,0,0,0,0,NA,NA,present,present,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7/3/2023,shrub,Cirsium vulgare,NA,NA,NA,NA,NA,6,0,0,0,0,NA,NA,present,present,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7/10/2023,shrub,Cirsium vulgare,NA,NA,NA,NA,NA,10,0,0,0,0,NA,NA,present,present,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7/17/2023,shrub,Cirsium vulgare,NA,NA,NA,NA,NA,10,0.5,0,0,0,NA,NA,present,present,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7/25/2023,shrub,Cirsium vulgare,NA,NA,NA,NA,NA,10,0,0,0,0,petals down/crispy tips,NA,present,present,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7/30/2023,shrub,Cirsium vulgare,NA,NA,NA,NA,NA,10,0,0,0,0,NA,NA,present,present,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8/7/2023,shrub,Cirsium vulgare,NA,NA,NA,NA,NA,10,0,0,0,0,fluff of the seeds wet,NA,present,present,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8/16/2023,shrub,Cirsium vulgare,NA,NA,NA,NA,NA,10,0,100,1,0,seeds fluffed up,NA,present,present,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8/22/2023,shrub,Cirsium vulgare,NA,NA,NA,NA,NA,10,0,100,1,50,NA,NA,present,present,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9/30/2023,shrub,Cirsium vulgare,NA,NA,NA,NA,NA,0,0,0,1,100,NA,NA,present,present,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6/12/23,herb,Calendula officinalis,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,present,present,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6/19/2023,herb,Calendula officinalis,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,present,present,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6/27/2023,herb,Calendula officinalis,NA,NA,NA,NA,NA,5,0.2,0,0,0,NA,NA,present,present,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7/3/2023,herb,Calendula officinalis,NA,NA,NA,NA,NA,25,0.25,0,0,0,NA,NA,present,present,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7/10/2023,herb,Calendula officinalis,NA,NA,NA,NA,NA,600,0.2,0,0,0,NA,NA,present,present,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7/17/2023,herb,Calendula officinalis,NA,NA,NA,NA,NA,850,0.45,15,0,0,new calendula seeds planted in back row of garden,NA,present,present,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7/25/2023,herb,Calendula officinalis,NA,NA,NA,NA,NA,1000,0.5,50,0.1,20,NA,NA,present,present,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7/30/2023,herb,calendula officinalis,NA,NA,NA,NA,NA,1000,0.7,100,0.3,40,NA,NA,present,present,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8/7/2023,herb,Calendula officinalis,NA,NA,NA,NA,NA,1000,1,200,0.35,75,lots photos,NA,present,present,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8/16/2023,herb,Calendula officinalis,NA,NA,NA,NA,NA,1200,0.9,300,0.5,150,NA,NA,present,present,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8/22/2023,herb,Calendula officinalis,NA,NA,NA,NA,NA,1000,0.75,500,0.5,200,NA,NA,present,present,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9/30/2023,herb,Calendula officinalis,NA,NA,NA,NA,NA,5000,1,600,0.75,300,NA,NA,present,present,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4/14/2023,herb,Maianthemum canadense,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,absent,absent,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4/26/2023,herb,Maianthemum canadense,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,present,absent,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4/29/2023,herb,Maianthemum canadense,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,present,absent,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5/10/2023,herb,Maianthemum canadense,NA,NA,NA,NA,NA,10,0,0,0,0,no flower buds show sign of opening soon,NA,present,present,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5/20/2023,herb,Maianthemum canadense,NA,NA,NA,NA,NA,1000,0,0,0,0,flowers developing into whitish from green,NA,present,present,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6/12/2023,herb,Maianthemum canadense,NA,NA,NA,NA,NA,1000,1,0,0,0,NA,NA,present,present,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6/19/2023,herb,Maianthemum canadense,NA,NA,NA,NA,NA,10,1,100,0,0,NA,NA,present,present,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
